directory, treatment, target, newcov,  oldcov, newtssize, origtsize
/scratch/alipour/replica3/src/13/14/half_swarm,half_swarm,18215,5,12,773,2406
/scratch/alipour/replica3/src/13/15/no_swarm,no_swarm,7561,15,20,780,2406
/scratch/alipour/replica3/src/13/15/half_swarm,half_swarm,7561,6,20,785,2406
/scratch/alipour/replica3/src/13/16/no_swarm,no_swarm,19160,79,39,642,2406
/scratch/alipour/replica3/src/13/16/half_swarm,half_swarm,19160,23,39,781,2406
/scratch/alipour/replica3/src/13/17/half_swarm,half_swarm,12685,28,33,525,2406
/scratch/alipour/replica3/src/13/18/no_swarm,no_swarm,7074,42,64,747,2406
/scratch/alipour/replica3/src/13/18/half_swarm,half_swarm,7074,21,64,777,2406
/scratch/alipour/replica3/src/13/19/no_swarm,no_swarm,18817,33,3,741,2406
/scratch/alipour/replica3/src/13/19/half_swarm,half_swarm,18817,2,3,782,2406
/scratch/alipour/replica3/src/13/20/half_swarm,half_swarm,12654,51,33,676,2406
/scratch/alipour/replica3/src/13/21/no_swarm,no_swarm,13143,90,8,523,2406
/scratch/alipour/replica3/src/13/21/half_swarm,half_swarm,13143,5,8,786,2406
/scratch/alipour/replica3/src/13/22/no_swarm,no_swarm,15901,100,23,659,2406
/scratch/alipour/replica3/src/13/22/half_swarm,half_swarm,15901,13,23,779,2406
/scratch/alipour/replica3/src/13/23/half_swarm,half_swarm,10591,4,3,747,2406
/scratch/alipour/replica3/src/13/24/no_swarm,no_swarm,7250,14,20,759,2406
/scratch/alipour/replica3/src/13/24/half_swarm,half_swarm,7250,4,20,771,2406
/scratch/alipour/replica3/src/13/25/half_swarm,half_swarm,1752,36,33,648,2406
/scratch/alipour/replica3/src/13/26/half_swarm,half_swarm,16565,2,8,519,2406
/scratch/alipour/replica3/src/13/27/half_swarm,half_swarm,28846,12,11,990,2406
/scratch/alipour/replica3/src/13/28/no_swarm,no_swarm,20711,201,33,606,2406
/scratch/alipour/replica3/src/13/28/half_swarm,half_swarm,20711,35,33,987,2406
/scratch/alipour/replica3/src/13/29/no_swarm,no_swarm,3272,30,4,887,2406
/scratch/alipour/replica3/src/13/29/half_swarm,half_swarm,3272,2,4,995,2406
/scratch/alipour/replica3/src/13/30/half_swarm,half_swarm,20558,12,10,957,2406
/scratch/alipour/replica3/src/13/31/no_swarm,no_swarm,24033,106,3,622,2406
/scratch/alipour/replica3/src/13/31/half_swarm,half_swarm,24033,1,3,957,2406
/scratch/alipour/replica3/src/13/32/half_swarm,half_swarm,28490,9,18,971,2406
/scratch/alipour/replica3/src/13/33/no_swarm,no_swarm,3288,28,4,887,2406
/scratch/alipour/replica3/src/13/33/half_swarm,half_swarm,3288,2,4,992,2406
/scratch/alipour/replica3/src/13/34/half_swarm,half_swarm,7653,5,21,763,2406
/scratch/alipour/replica3/src/13/35/half_swarm,half_swarm,28853,6,11,760,2406
/scratch/alipour/replica3/src/13/36/no_swarm,no_swarm,20172,374,45,764,2406
/scratch/alipour/replica3/src/13/36/half_swarm,half_swarm,20172,39,45,773,2406
/scratch/alipour/replica3/src/13/37/no_swarm,no_swarm,14903,12,10,759,2406
/scratch/alipour/replica3/src/13/37/half_swarm,half_swarm,14903,3,10,782,2406
