directory,target,hitrate,randomhitrate,swarmrate,mode
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.0.1/halfswarm,71667,0.538461538462,0.821428571429,0.246073298429,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.0.1/nosup,71667,0.740740740741,0.821428571429,0.246073298429,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.0.1/noswarm,71667,0.277777777778,0.821428571429,0.246073298429,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.1.1/halfswarm,41177,0.365853658537,0.607142857143,0.174520069808,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.1.1/nosup,41177,0.558823529412,0.607142857143,0.174520069808,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.1.1/noswarm,41177,0.235294117647,0.607142857143,0.174520069808,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.2.1/halfswarm,154636,0.489361702128,0.142857142857,0.118673647469,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.2.1/nosup,154636,0.357142857143,0.142857142857,0.118673647469,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.2.1/noswarm,154636,0.436363636364,0.142857142857,0.118673647469,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.3.1/halfswarm,265735,0.395833333333,0.107142857143,0.160558464223,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.3.1/nosup,265735,0.384615384615,0.107142857143,0.160558464223,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.3.1/noswarm,265735,0.245283018868,0.107142857143,0.160558464223,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.4.1/halfswarm,196054,0.577777777778,0.678571428571,0.294938917976,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.4.1/nosup,196054,0.666666666667,0.678571428571,0.294938917976,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/12/roundroubin.4.1/noswarm,196054,0.380952380952,0.678571428571,0.294938917976,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.0.1/halfswarm,128125,0.269230769231,0.129032258065,0.24,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.0.1/nosup,128125,0.470588235294,0.129032258065,0.24,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.1.1/halfswarm,67391,0.416666666667,0.129032258065,0.127407407407,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.1.1/nosup,67391,0.346153846154,0.129032258065,0.127407407407,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.1.1/noswarm,67391,0.35,0.129032258065,0.127407407407,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.2.1/halfswarm,192556,0.444444444444,0.129032258065,0.10962962963,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.2.1/nosup,192556,0.454545454545,0.129032258065,0.10962962963,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.2.1/noswarm,192556,0.46875,0.129032258065,0.10962962963,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.3.1/halfswarm,259842,0.647058823529,0.387096774194,0.121481481481,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.3.1/nosup,259842,0.375,0.387096774194,0.121481481481,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.3.1/noswarm,259842,0.5,0.387096774194,0.121481481481,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.4.1/halfswarm,44191,0.648648648649,0.741935483871,0.265185185185,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.4.1/nosup,44191,0.84375,0.741935483871,0.265185185185,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/13/roundroubin.4.1/noswarm,44191,0.463414634146,0.741935483871,0.265185185185,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.0.1/halfswarm,129641,0.4,0.194444444444,0.248417721519,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.0.1/nosup,129641,0.833333333333,0.194444444444,0.248417721519,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.0.1/noswarm,129641,0.529411764706,0.194444444444,0.248417721519,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.1.1/halfswarm,161078,0.6,0.583333333333,0.299050632911,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.1.1/nosup,161078,0.714285714286,0.583333333333,0.299050632911,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.1.1/noswarm,161078,0.645161290323,0.583333333333,0.299050632911,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.2.1/halfswarm,290661,0.375,0.305555555556,0.123417721519,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.2.1/nosup,290661,0.4,0.305555555556,0.123417721519,No-Suppressors
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.2.1/noswarm,290661,0.428571428571,0.305555555556,0.123417721519,No-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.3.1/halfswarm,195988,0.320754716981,0.111111111111,0.219936708861,Half-Swarm
/nfs/eecs-fserv/share/alipour/gcc_experiments/DATA2/15/roundroubin.3.1/nosup,195988,0.6,0.111111111111,0.219936708861,No-Suppressors
